contract_id,asset_type,asset_value,interest_rate,monthly_payment,remaining_term_months,probability_of_default
ENP-2026-07915,Solar,23262.95,0.0583,180.28,240,0.0201
ENP-2026-07916,Solar,25556.21,0.0492,147.23,240,0.024
ENP-2026-07917,Solar,23932.28,0.0579,196.13,240,0.0375
ENP-2026-07918,Solar,24389.41,0.054,193.85,240,0.0055
ENP-2026-07919,Solar,22573.27,0.0626,163.73,240,0.0315
ENP-2026-07920,Solar,24753.97,0.0603,173.24,240,0.0232
ENP-2026-07921,Solar,24076.3,0.0624,217.66,240,0.0251
ENP-2026-07922,Solar,27572.28,0.0602,161.27,240,0.0036
ENP-2026-07923,Solar,24336.67,0.0695,193.44,240,0.0115
ENP-2026-07924,Solar,24496.96,0.0614,176.05,240,0.0297
ENP-2026-07925,Heat Pump,31174.16,0.0655,248.4,240,0.056
ENP-2026-07926,Solar,23827.63,0.0559,181.64,240,0.0547
ENP-2026-07927,Heat Pump,39527.3,0.0651,268.23,240,0.0505
ENP-2026-07928,Heat Pump,33724.17,0.0598,257.2,240,0.0432
ENP-2026-07929,Heat Pump,35902.29,0.0616,258.66,240,0.0399
ENP-2026-07930,Solar,24159.33,0.051,164.66,240,0.0423
ENP-2026-07931,Heat Pump,38518.43,0.0671,272.13,240,0.0112
ENP-2026-07932,Heat Pump,32001.2,0.0594,244.37,240,0.0108
ENP-2026-07933,Solar,20779.49,0.0627,168.13,240,0.0293
ENP-2026-07934,Solar,24153.46,0.059,213.73,240,0.0336
ENP-2026-07935,Solar,25898.32,0.0597,183.71,240,0.0781
ENP-2026-07936,Solar,26298.14,0.0694,184.91,240,0.0396
ENP-2026-07937,Solar,26326.8,0.0609,169.22,240,0.0204
ENP-2026-07938,Solar,24292.04,0.0541,194.47,240,0.021
ENP-2026-07939,Solar,22299.48,0.0591,164.56,240,0.0144
ENP-2026-07940,Solar,22681.56,0.0559,158.54,240,0.0047
ENP-2026-07941,Solar,21961.13,0.0486,182.18,240,0.0458
ENP-2026-07942,Solar,21860.01,0.0575,185.7,240,0.0198
ENP-2026-07943,Heat Pump,30163.36,0.0622,274.24,240,0.0441
ENP-2026-07944,Solar,25058.13,0.052,187.9,240,0.0345
ENP-2026-07945,Solar,28733.12,0.057,168.33,240,0.0135
ENP-2026-07946,Solar,22557.26,0.0601,176.2,240,0.0134
ENP-2026-07947,Solar,22906.08,0.0612,178.42,240,0.0471
ENP-2026-07948,Solar,25289.02,0.054,189.12,240,0.0648
ENP-2026-07949,Heat Pump,34482.12,0.0635,248.07,240,0.0352
ENP-2026-07950,Solar,25829.92,0.0579,195.02,240,0.022
ENP-2026-07951,Heat Pump,41737.81,0.0686,253.22,240,0.0119
ENP-2026-07952,Solar,23442.31,0.0554,194.36,240,0.0704
ENP-2026-07953,Solar,24034.56,0.0625,182.56,240,0.0169
ENP-2026-07954,Solar,23559.42,0.0578,206.59,240,0.0526
ENP-2026-07955,Heat Pump,34614.84,0.0624,270.35,240,0.0157
ENP-2026-07956,Solar,23989.37,0.0637,187.21,240,0.0319
ENP-2026-07957,Solar,24095.17,0.0607,171.48,240,0.0085
ENP-2026-07958,Heat Pump,36218.35,0.0599,235.63,240,0.0645
ENP-2026-07959,Solar,26146.75,0.057,173.42,240,0.033
ENP-2026-07960,Solar,25073.51,0.0621,192.39,240,0.0319
ENP-2026-07961,Heat Pump,35971.2,0.0653,305.37,240,0.0456
ENP-2026-07962,Solar,24382.79,0.0597,206.38,240,0.0317
ENP-2026-07963,Solar,24105.92,0.0571,174.49,240,0.0072
ENP-2026-07964,Solar,28481.66,0.062,162.16,240,0.026
ENP-2026-07965,Solar,23929.05,0.0574,190.51,240,0.0185
ENP-2026-07966,Solar,23990.64,0.0604,172.8,240,0.0429
ENP-2026-07967,Solar,25814.07,0.0609,156.23,240,0.04
ENP-2026-07968,Solar,25324.63,0.0607,182.83,240,0.0334
ENP-2026-07969,Solar,23765.3,0.062,164.42,240,0.0431
ENP-2026-07970,Heat Pump,35494.93,0.0696,255.5,240,0.0296
ENP-2026-07971,Heat Pump,34122.39,0.0616,258.24,240,0.0113
ENP-2026-07972,Solar,24709.85,0.0556,195.98,240,0.017
ENP-2026-07973,Solar,22616.22,0.0637,176.65,240,0.0291
ENP-2026-07974,Heat Pump,37048.76,0.0614,292.46,240,0.0105
ENP-2026-07975,Solar,25025.83,0.0549,187.18,240,0.0082
ENP-2026-07976,Solar,24647.21,0.0533,156.89,240,0.0294
ENP-2026-07977,Heat Pump,38755.55,0.0588,273.52,240,0.024
ENP-2026-07978,Heat Pump,34183.17,0.0666,254.62,240,0.0072
ENP-2026-07979,Solar,22996.8,0.0626,200.77,240,0.0266
ENP-2026-07980,Solar,27593.69,0.0527,176.35,240,0.0123
ENP-2026-07981,Solar,25843.17,0.0435,186.42,240,0.0666
ENP-2026-07982,Solar,26356.09,0.052,203.64,240,0.0242
ENP-2026-07983,Solar,23594.14,0.0557,172.58,240,0.0475
ENP-2026-07984,Solar,27037.92,0.0564,201.09,240,0.0399
ENP-2026-07985,Solar,23693.39,0.06,162.87,240,0.0405
ENP-2026-07986,Heat Pump,33044.99,0.0666,226.9,240,0.0161
ENP-2026-07987,Heat Pump,37064.0,0.0642,240.65,240,0.0093
ENP-2026-07988,Solar,19484.35,0.0534,164.18,240,0.0074
ENP-2026-07989,Heat Pump,36720.87,0.0627,239.76,240,0.0573
ENP-2026-07990,Heat Pump,38384.93,0.0664,245.43,240,0.0334
ENP-2026-07991,Solar,25464.13,0.0636,181.83,240,0.0111
ENP-2026-07992,Solar,25351.33,0.0666,177.59,240,0.01
ENP-2026-07993,Solar,25184.01,0.0511,178.95,240,0.0441
ENP-2026-07994,Solar,25292.88,0.0591,172.61,240,0.0278
ENP-2026-07995,Solar,29466.94,0.0607,149.55,240,0.019
ENP-2026-07996,Solar,23793.05,0.0674,136.79,240,0.018
ENP-2026-07997,Solar,26512.58,0.0676,210.69,240,0.0195
ENP-2026-07998,Solar,27494.21,0.0523,204.03,240,0.0698
ENP-2026-07999,Heat Pump,37809.88,0.0644,303.62,240,0.0082
ENP-2026-08000,Solar,19424.95,0.0557,164.83,240,0.031
ENP-2026-08001,Solar,25678.99,0.0596,167.37,240,0.0243
ENP-2026-08002,Solar,22566.54,0.0645,177.88,240,0.0323
ENP-2026-08003,Solar,25939.26,0.0538,188.2,240,0.02
ENP-2026-08004,Heat Pump,31445.25,0.0637,259.5,240,0.0479
ENP-2026-08005,Solar,25610.21,0.0531,198.8,240,0.0209
ENP-2026-08006,Solar,25525.13,0.0573,193.92,240,0.0174
ENP-2026-08007,Heat Pump,41258.1,0.0635,270.79,240,0.023
ENP-2026-08008,Solar,26823.34,0.0608,182.42,240,0.045
ENP-2026-08009,Solar,28757.3,0.0664,170.37,240,0.0508
ENP-2026-08010,Solar,26344.02,0.0639,175.36,240,0.0319
ENP-2026-08011,Heat Pump,31164.68,0.0617,258.9,240,0.0213
ENP-2026-08012,Solar,22408.53,0.0623,181.25,240,0.0167
ENP-2026-08013,Solar,28084.44,0.0574,189.7,240,0.0403
ENP-2026-08014,Solar,25714.1,0.0606,170.88,240,0.0045
ENP-2026-08015,Solar,25592.35,0.0608,173.83,240,0.0112
ENP-2026-08016,Heat Pump,31365.7,0.0709,270.99,240,0.0425
ENP-2026-08017,Solar,20832.37,0.0591,167.84,240,0.0092
ENP-2026-08018,Solar,23945.36,0.0593,171.19,240,0.0449
ENP-2026-08019,Solar,25503.67,0.0591,182.12,240,0.0625
ENP-2026-08020,Heat Pump,38142.62,0.0667,237.91,240,0.0188
ENP-2026-08021,Solar,26757.33,0.0556,153.62,240,0.0127
ENP-2026-08022,Heat Pump,32270.81,0.0695,255.06,240,0.0229
ENP-2026-08023,Heat Pump,31941.4,0.0675,230.95,240,0.0341
ENP-2026-08024,Solar,26132.59,0.0621,183.37,240,0.0216
ENP-2026-08025,Solar,24365.13,0.0531,191.44,240,0.046
ENP-2026-08026,Solar,24141.85,0.0547,158.77,240,0.0335
ENP-2026-08027,Heat Pump,37962.94,0.0609,240.72,240,0.0344
ENP-2026-08028,Solar,26731.58,0.0753,180.5,240,0.0951
ENP-2026-08029,Solar,27201.02,0.0611,184.61,240,0.0244
ENP-2026-08030,Heat Pump,35898.7,0.0698,278.32,240,0.0149
ENP-2026-08031,Solar,25442.3,0.0577,189.45,240,0.0228
ENP-2026-08032,Solar,23965.78,0.0581,157.34,240,0.0269
ENP-2026-08033,Solar,27189.46,0.0532,182.48,240,0.0315
ENP-2026-08034,Solar,27414.16,0.0574,165.49,240,0.0223
ENP-2026-08035,Heat Pump,34209.27,0.0639,285.45,240,0.0252
ENP-2026-08036,Solar,25900.71,0.055,203.45,240,0.0068
ENP-2026-08037,Solar,23892.77,0.0608,199.02,240,0.0161
ENP-2026-08038,Heat Pump,33250.88,0.057,284.33,240,0.0617
ENP-2026-08039,Solar,26646.99,0.0669,189.32,240,0.0089
ENP-2026-08040,Heat Pump,36018.02,0.0614,258.54,240,0.0099
ENP-2026-08041,Heat Pump,35100.11,0.0756,279.1,240,0.0451
ENP-2026-08042,Solar,22933.46,0.0557,179.37,240,0.0415
ENP-2026-08043,Solar,25896.53,0.0558,183.8,240,0.0305
ENP-2026-08044,Solar,23266.87,0.0584,199.81,240,0.0231
ENP-2026-08045,Solar,24485.31,0.0591,188.23,240,0.0388
ENP-2026-08046,Solar,26206.12,0.0498,207.71,240,0.0532
ENP-2026-08047,Solar,24061.19,0.055,170.4,240,0.0241
ENP-2026-08048,Solar,24925.49,0.0595,176.4,240,0.0353
ENP-2026-08049,Heat Pump,31277.01,0.0615,245.95,240,0.0444
ENP-2026-08050,Solar,26276.71,0.0536,179.45,240,0.0098
ENP-2026-08051,Solar,23861.95,0.0586,201.61,240,0.0471
ENP-2026-08052,Solar,24901.13,0.0639,169.71,240,0.0106
ENP-2026-08053,Heat Pump,36525.36,0.0623,249.85,240,0.0395
ENP-2026-08054,Solar,24684.96,0.0553,194.39,240,0.0279
ENP-2026-08055,Heat Pump,34011.16,0.0657,247.11,240,0.0521
ENP-2026-08056,Solar,26334.6,0.0557,187.41,240,0.0227
ENP-2026-08057,Solar,26186.11,0.0703,188.56,240,0.0211
ENP-2026-08058,Solar,24926.32,0.0607,171.76,240,0.0136
ENP-2026-08059,Solar,26528.65,0.0599,183.01,240,0.0171
ENP-2026-08060,Solar,25195.01,0.0646,173.46,240,0.0268
ENP-2026-08061,Solar,26549.31,0.0672,212.34,240,0.0198
ENP-2026-08062,Solar,25239.28,0.0568,179.36,240,0.0089
ENP-2026-08063,Heat Pump,36091.08,0.0719,302.68,240,0.0299
ENP-2026-08064,Solar,25557.95,0.0576,144.61,240,0.027
ENP-2026-08065,Heat Pump,33382.36,0.0608,236.02,240,0.0189
ENP-2026-08066,Solar,26892.44,0.0663,191.36,240,0.0165
ENP-2026-08067,Solar,26363.73,0.0465,165.53,240,0.0382
ENP-2026-08068,Solar,24019.15,0.0498,170.49,240,0.0291
ENP-2026-08069,Solar,24960.38,0.049,170.78,240,0.0256
ENP-2026-08070,Solar,27939.41,0.0623,197.86,240,0.0114
ENP-2026-08071,Solar,24781.31,0.0649,204.99,240,0.0045
ENP-2026-08072,Solar,26697.49,0.0599,157.98,240,0.0172
ENP-2026-08073,Solar,21664.14,0.0564,206.64,240,0.0375
ENP-2026-08074,Solar,29379.18,0.0609,184.7,240,0.0421
ENP-2026-08075,Heat Pump,37012.72,0.0598,273.95,240,0.0336
ENP-2026-08076,Solar,23629.36,0.0606,187.63,240,0.007
ENP-2026-08077,Solar,25839.46,0.0545,175.26,240,0.0028
ENP-2026-08078,Solar,22968.73,0.0592,154.71,240,0.0384
ENP-2026-08079,Solar,27867.6,0.0564,178.09,240,0.0591
ENP-2026-08080,Solar,25788.37,0.0586,150.47,240,0.0027
ENP-2026-08081,Solar,26013.65,0.0596,186.9,240,0.0179
ENP-2026-08082,Solar,24009.5,0.0549,184.69,240,0.0185
ENP-2026-08083,Solar,23839.37,0.0521,174.75,240,0.0114
ENP-2026-08084,Solar,24530.44,0.0578,195.55,240,0.009
ENP-2026-08085,Solar,24130.37,0.0435,163.74,240,0.04
ENP-2026-08086,Solar,20980.96,0.0536,168.01,240,0.0257
ENP-2026-08087,Heat Pump,32144.11,0.0644,240.34,240,0.037
ENP-2026-08088,Solar,27884.1,0.061,177.62,240,0.0059
ENP-2026-08089,Solar,26245.31,0.0544,187.41,240,0.013
ENP-2026-08090,Heat Pump,42733.17,0.0617,232.19,240,0.0273
ENP-2026-08091,Heat Pump,35724.08,0.0588,264.69,240,0.0291
ENP-2026-08092,Solar,24706.27,0.0507,169.5,240,0.0475
ENP-2026-08093,Solar,27043.2,0.056,183.51,240,0.0202
ENP-2026-08094,Heat Pump,34167.21,0.0597,266.24,240,0.0181
ENP-2026-08095,Solar,23114.73,0.0548,181.47,240,0.0033
ENP-2026-08096,Heat Pump,35348.4,0.0674,264.91,240,0.0475
ENP-2026-08097,Solar,26436.22,0.052,181.36,240,0.0038
ENP-2026-08098,Solar,22849.0,0.0624,156.89,240,0.0098
ENP-2026-08099,Solar,23497.2,0.0571,188.81,240,0.0172
ENP-2026-08100,Solar,24122.57,0.0566,164.3,240,0.0488
ENP-2026-08101,Heat Pump,39091.19,0.0567,232.91,240,0.0501
ENP-2026-08102,Heat Pump,35894.1,0.0641,229.94,240,0.0071
ENP-2026-08103,Solar,27776.07,0.0552,182.1,240,0.0199
ENP-2026-08104,Solar,27101.94,0.0647,185.06,240,0.0103
ENP-2026-08105,Heat Pump,36075.51,0.0706,257.87,240,0.045
ENP-2026-08106,Solar,24647.84,0.0578,173.58,240,0.0588
ENP-2026-08107,Solar,27699.26,0.0623,164.99,240,0.0193
ENP-2026-08108,Solar,23333.56,0.0554,154.1,240,0.0274
ENP-2026-08109,Solar,23710.07,0.0585,196.11,240,0.0392
ENP-2026-08110,Heat Pump,35182.91,0.0623,263.47,240,0.021
ENP-2026-08111,Solar,25493.79,0.0579,191.45,240,0.0306
ENP-2026-08112,Solar,24464.12,0.0604,187.44,240,0.0108
ENP-2026-08113,Heat Pump,33840.34,0.0643,274.66,240,0.0314
ENP-2026-08114,Solar,26107.74,0.0502,160.41,240,0.0687
ENP-2026-08115,Solar,24508.04,0.0523,198.96,240,0.0314
ENP-2026-08116,Solar,26103.51,0.061,164.16,240,0.0285
ENP-2026-08117,Solar,27203.03,0.0611,159.68,240,0.0376
ENP-2026-08118,Solar,26158.8,0.0508,163.02,240,0.0279
ENP-2026-08119,Solar,25414.3,0.0556,194.81,240,0.0197
ENP-2026-08120,Solar,29038.39,0.0527,213.8,240,0.0289
ENP-2026-08121,Solar,25579.53,0.0604,184.83,240,0.0216
ENP-2026-08122,Solar,23180.24,0.0517,168.29,240,0.0608
ENP-2026-08123,Solar,26267.61,0.0606,172.55,240,0.024
ENP-2026-08124,Solar,25483.19,0.057,170.7,240,0.021
ENP-2026-08125,Solar,25362.94,0.0585,178.24,240,0.0154
ENP-2026-08126,Solar,21772.68,0.0615,172.82,240,0.0204
ENP-2026-08127,Solar,28550.64,0.0472,176.63,240,0.0142
ENP-2026-08128,Heat Pump,36173.91,0.0561,246.05,240,0.0197
ENP-2026-08129,Heat Pump,35233.91,0.0566,261.97,240,0.0172
ENP-2026-08130,Solar,23797.17,0.0644,186.65,240,0.0304
ENP-2026-08131,Heat Pump,30968.56,0.0729,265.44,240,0.0341
ENP-2026-08132,Solar,26340.73,0.0599,185.82,240,0.0155
ENP-2026-08133,Heat Pump,38554.74,0.0637,244.33,240,0.0338
ENP-2026-08134,Solar,27986.06,0.0646,215.87,240,0.0034
ENP-2026-08135,Solar,20623.26,0.0592,178.89,240,0.0043
ENP-2026-08136,Solar,26984.54,0.06,173.89,240,0.0231
ENP-2026-08137,Solar,22557.76,0.0581,201.17,240,0.0487
ENP-2026-08138,Heat Pump,36399.2,0.0634,286.81,240,0.0106
ENP-2026-08139,Solar,26285.24,0.0654,192.83,240,0.0387
ENP-2026-08140,Solar,25571.45,0.0635,197.43,240,0.0251
ENP-2026-08141,Solar,24894.33,0.0575,195.77,240,0.0163
ENP-2026-08142,Solar,24238.47,0.0438,179.08,240,0.0357
ENP-2026-08143,Solar,23591.7,0.0563,169.98,240,0.0111
ENP-2026-08144,Solar,25807.19,0.0608,169.52,240,0.0447
ENP-2026-08145,Heat Pump,33689.0,0.0672,214.23,240,0.0159
ENP-2026-08146,Solar,25887.88,0.0567,176.02,240,0.1487
ENP-2026-08147,Solar,26926.68,0.0605,165.78,240,0.0747
ENP-2026-08148,Heat Pump,32821.03,0.0644,260.99,240,0.023
ENP-2026-08149,Solar,25085.7,0.0649,165.79,240,0.0832
ENP-2026-08150,Solar,23043.13,0.06,193.71,240,0.0369
ENP-2026-08151,Solar,24699.22,0.0551,177.75,240,0.0148
ENP-2026-08152,Heat Pump,33491.52,0.0608,280.65,240,0.0857
ENP-2026-08153,Solar,23843.4,0.0603,154.05,240,0.0209
ENP-2026-08154,Heat Pump,39416.22,0.0652,297.08,240,0.0203
ENP-2026-08155,Heat Pump,36701.48,0.0688,255.12,240,0.0144
ENP-2026-08156,Solar,22663.42,0.0611,188.14,240,0.0253
ENP-2026-08157,Solar,19891.77,0.0608,170.09,240,0.023
ENP-2026-08158,Solar,25258.31,0.0521,207.72,240,0.0356
ENP-2026-08159,Solar,27183.25,0.0675,193.99,240,0.0215
ENP-2026-08160,Heat Pump,33932.12,0.0644,223.98,240,0.027
ENP-2026-08161,Heat Pump,35445.75,0.0653,291.19,240,0.0141
ENP-2026-08162,Solar,24879.31,0.0536,211.94,240,0.0405
ENP-2026-08163,Solar,22588.49,0.0583,194.86,240,0.0383
ENP-2026-08164,Solar,25941.38,0.0563,160.77,240,0.0203
ENP-2026-08165,Solar,24911.38,0.0527,173.47,240,0.0127
ENP-2026-08166,Solar,28017.52,0.0585,163.75,240,0.0239
ENP-2026-08167,Solar,25302.81,0.0582,165.33,240,0.0238
ENP-2026-08168,Solar,27343.65,0.0605,160.16,240,0.031
ENP-2026-08169,Solar,28401.39,0.0548,173.27,240,0.0471
ENP-2026-08170,Solar,29384.71,0.0704,185.4,240,0.0095
ENP-2026-08171,Heat Pump,33685.57,0.0745,271.51,240,0.0496
ENP-2026-08172,Heat Pump,27103.68,0.0692,260.38,240,0.0666
ENP-2026-08173,Solar,19695.51,0.0547,181.13,240,0.0693
ENP-2026-08174,Solar,22821.47,0.0674,174.73,240,0.0105
ENP-2026-08175,Solar,22462.15,0.0493,174.88,240,0.0044
ENP-2026-08176,Solar,24116.01,0.0648,177.92,240,0.0134
ENP-2026-08177,Solar,26515.91,0.0613,166.78,240,0.0512
ENP-2026-08178,Solar,23645.04,0.0534,187.67,240,0.0401
ENP-2026-08179,Solar,24457.47,0.0464,163.7,240,0.0176
ENP-2026-08180,Solar,24008.59,0.0498,189.93,240,0.0698
ENP-2026-08181,Solar,23459.4,0.0637,186.85,240,0.0481
ENP-2026-08182,Solar,25754.29,0.059,183.63,240,0.0249
ENP-2026-08183,Solar,22897.8,0.0668,179.37,240,0.0089
ENP-2026-08184,Heat Pump,41454.75,0.0628,266.24,240,0.0227
ENP-2026-08185,Solar,23036.17,0.064,163.96,240,0.0068
ENP-2026-08186,Solar,25267.0,0.0565,167.51,240,0.0132
ENP-2026-08187,Solar,22661.61,0.0582,197.23,240,0.0094
ENP-2026-08188,Heat Pump,38794.44,0.0734,260.82,240,0.0605
ENP-2026-08189,Solar,23881.68,0.0634,158.36,240,0.0323
ENP-2026-08190,Solar,26926.68,0.066,162.86,240,0.0141
ENP-2026-08191,Heat Pump,36850.84,0.0633,267.39,240,0.0304
ENP-2026-08192,Solar,23157.26,0.0587,186.95,240,0.0115
ENP-2026-08193,Solar,22779.44,0.0571,176.93,240,0.0298
ENP-2026-08194,Solar,24111.16,0.0649,190.93,240,0.0395
ENP-2026-08195,Solar,27410.41,0.0511,183.26,240,0.023
ENP-2026-08196,Solar,27380.83,0.0625,158.16,240,0.0395
ENP-2026-08197,Solar,27544.84,0.0538,160.78,240,0.0249
ENP-2026-08198,Solar,20694.33,0.0587,168.92,240,0.0128
ENP-2026-08199,Solar,28875.34,0.0607,184.72,240,0.0182
ENP-2026-08200,Solar,29816.16,0.0645,179.07,240,0.0558
ENP-2026-08201,Solar,25895.48,0.0616,188.26,240,0.0598
ENP-2026-08202,Solar,25439.02,0.0604,174.49,240,0.0397
ENP-2026-08203,Heat Pump,33396.95,0.0645,291.9,240,0.0062
ENP-2026-08204,Solar,25344.93,0.0556,200.24,240,0.0226
ENP-2026-08205,Solar,26277.05,0.0612,163.23,240,0.0024
ENP-2026-08206,Solar,27351.01,0.061,184.63,240,0.0211
ENP-2026-08207,Solar,24211.9,0.0654,185.04,240,0.0253
ENP-2026-08208,Solar,21313.66,0.057,178.46,240,0.0501
ENP-2026-08209,Solar,27461.19,0.0699,189.49,240,0.0419
ENP-2026-08210,Solar,25008.43,0.0572,192.72,240,0.0086
ENP-2026-08211,Solar,23227.81,0.0595,198.28,240,0.0715
ENP-2026-08212,Heat Pump,30613.15,0.0663,253.79,240,0.069
ENP-2026-08213,Solar,25518.48,0.0647,176.93,240,0.0228
ENP-2026-08214,Solar,22704.98,0.0541,194.55,240,0.0713
ENP-2026-08215,Solar,26691.26,0.0592,164.96,240,0.0382
ENP-2026-08216,Solar,27189.12,0.053,191.79,240,0.0259
ENP-2026-08217,Solar,23503.95,0.0637,198.86,240,0.0035
ENP-2026-08218,Solar,27256.07,0.0599,175.44,240,0.0492
ENP-2026-08219,Solar,26513.43,0.053,186.34,240,0.0412
ENP-2026-08220,Solar,26192.87,0.0618,171.9,240,0.0189
ENP-2026-08221,Heat Pump,34021.53,0.0718,271.42,240,0.0798
ENP-2026-08222,Solar,29440.89,0.0618,175.54,240,0.0308
ENP-2026-08223,Solar,23386.63,0.0525,194.22,240,0.0244
ENP-2026-08224,Heat Pump,40369.89,0.0657,269.24,240,0.0103
ENP-2026-08225,Solar,24826.47,0.055,165.14,240,0.0504
ENP-2026-08226,Solar,25431.88,0.0574,169.53,240,0.0129
ENP-2026-08227,Solar,25226.45,0.0621,176.59,240,0.0381
ENP-2026-08228,Solar,26082.12,0.0606,199.3,240,0.0262
ENP-2026-08229,Solar,26272.21,0.0601,164.3,240,0.0271
ENP-2026-08230,Solar,23862.64,0.0628,165.99,240,0.0242
ENP-2026-08231,Solar,24195.72,0.07,168.53,240,0.0306
ENP-2026-08232,Solar,23433.89,0.0689,175.76,240,0.0515
ENP-2026-08233,Heat Pump,33621.72,0.064,280.91,240,0.0298
ENP-2026-08234,Solar,24728.94,0.0569,172.46,240,0.0084
ENP-2026-08235,Solar,22400.59,0.0615,188.22,240,0.0375
ENP-2026-08236,Solar,25654.16,0.053,195.47,240,0.0016
ENP-2026-08237,Solar,25431.22,0.0553,181.44,240,0.0259
ENP-2026-08238,Heat Pump,31762.24,0.0684,265.17,240,0.0364
ENP-2026-08239,Solar,26269.31,0.0547,164.62,240,0.0536
ENP-2026-08240,Solar,27124.13,0.0563,166.42,240,0.0056
ENP-2026-08241,Solar,22344.79,0.0494,173.23,240,0.0016
ENP-2026-08242,Solar,24888.05,0.0571,212.58,240,0.0142
ENP-2026-08243,Solar,25592.51,0.0681,153.67,240,0.0112
ENP-2026-08244,Solar,24814.0,0.061,193.59,240,0.0146
ENP-2026-08245,Solar,28389.87,0.0642,202.75,240,0.0401
ENP-2026-08246,Solar,23993.02,0.0553,154.32,240,0.0203
ENP-2026-08247,Solar,23890.94,0.063,149.29,240,0.0455
ENP-2026-08248,Solar,25896.85,0.0623,202.18,240,0.0283
ENP-2026-08249,Heat Pump,33405.5,0.0697,242.32,240,0.0321
ENP-2026-08250,Heat Pump,35012.02,0.063,249.54,240,0.0059
ENP-2026-08251,Heat Pump,33783.12,0.0639,248.29,240,0.0228
ENP-2026-08252,Heat Pump,34912.64,0.065,271.87,240,0.0083
ENP-2026-08253,Solar,25111.19,0.0663,167.55,240,0.0398
ENP-2026-08254,Solar,26054.89,0.0572,166.14,240,0.0084
ENP-2026-08255,Solar,26357.35,0.0549,179.95,240,0.0273
ENP-2026-08256,Heat Pump,38242.52,0.0697,259.37,240,0.0236
ENP-2026-08257,Solar,27174.99,0.0614,191.93,240,0.0556
ENP-2026-08258,Heat Pump,38413.32,0.0622,280.87,240,0.0862
ENP-2026-08259,Solar,26446.12,0.0619,187.79,240,0.0381
ENP-2026-08260,Heat Pump,28933.76,0.0698,246.03,240,0.0127
ENP-2026-08261,Solar,26083.54,0.0556,189.56,240,0.0292
ENP-2026-08262,Solar,24120.56,0.0576,182.24,240,0.0211
ENP-2026-08263,Heat Pump,28305.66,0.0632,269.91,240,0.0123
ENP-2026-08264,Solar,21731.6,0.0616,177.2,240,0.03
ENP-2026-08265,Heat Pump,38741.33,0.0662,236.06,240,0.0141
ENP-2026-08266,Solar,23477.75,0.0629,182.16,240,0.0371
ENP-2026-08267,Solar,24074.63,0.0565,194.8,240,0.0609
ENP-2026-08268,Solar,23907.76,0.0635,153.06,240,0.0205
ENP-2026-08269,Solar,25114.09,0.0571,193.15,240,0.0089
ENP-2026-08270,Solar,24223.08,0.0551,166.6,240,0.0222
ENP-2026-08271,Solar,21549.24,0.0507,161.92,240,0.019
ENP-2026-08272,Solar,25951.53,0.0596,181.34,240,0.0129
ENP-2026-08273,Solar,29688.42,0.0608,185.37,240,0.0436
ENP-2026-08274,Solar,28865.37,0.0512,165.02,240,0.0776
ENP-2026-08275,Solar,26508.21,0.0624,200.52,240,0.0319
ENP-2026-08276,Solar,26720.0,0.0573,185.16,240,0.004
ENP-2026-08277,Solar,23608.72,0.0537,179.58,240,0.0014
ENP-2026-08278,Solar,29603.04,0.0587,209.18,240,0.0256
ENP-2026-08279,Solar,25082.61,0.0451,181.15,240,0.0299
ENP-2026-08280,Solar,24414.07,0.0615,185.82,240,0.0577
ENP-2026-08281,Solar,24849.58,0.0537,185.93,240,0.0151
ENP-2026-08282,Heat Pump,34967.27,0.0711,271.26,240,0.0149
ENP-2026-08283,Heat Pump,30995.92,0.0658,287.29,240,0.0609
ENP-2026-08284,Solar,23802.7,0.0532,183.76,240,0.0497
ENP-2026-08285,Solar,24270.78,0.0592,181.78,240,0.011
ENP-2026-08286,Heat Pump,36152.56,0.0634,259.49,240,0.0142
ENP-2026-08287,Solar,24180.28,0.059,200.85,240,0.0429
ENP-2026-08288,Solar,21556.26,0.0525,180.82,240,0.0641
ENP-2026-08289,Solar,24118.36,0.0643,151.73,240,0.0134
ENP-2026-08290,Solar,25805.02,0.0631,179.27,240,0.0184
ENP-2026-08291,Heat Pump,33437.48,0.0585,242.71,240,0.0027
ENP-2026-08292,Solar,23940.96,0.0606,191.61,240,0.0426
ENP-2026-08293,Solar,25748.3,0.0582,162.37,240,0.0036
ENP-2026-08294,Solar,24758.83,0.0649,189.86,240,0.0349
ENP-2026-08295,Heat Pump,35420.18,0.0674,260.92,240,0.0168
ENP-2026-08296,Heat Pump,38235.85,0.0764,292.79,240,0.0067
ENP-2026-08297,Solar,28153.37,0.0541,173.05,240,0.04
ENP-2026-08298,Solar,23392.44,0.0628,185.54,240,0.0225
ENP-2026-08299,Solar,23278.07,0.0586,197.79,240,0.0486
ENP-2026-08300,Heat Pump,32618.69,0.0605,272.79,240,0.008
ENP-2026-08301,Heat Pump,31205.57,0.0618,269.02,240,0.0625
ENP-2026-08302,Solar,24958.73,0.0474,194.97,240,0.0078
ENP-2026-08303,Solar,25412.25,0.0552,180.71,240,0.0147
ENP-2026-08304,Solar,23216.55,0.0557,163.03,240,0.0192
ENP-2026-08305,Solar,23744.46,0.0561,189.65,240,0.0257
ENP-2026-08306,Solar,23160.25,0.0595,177.4,240,0.0128
ENP-2026-08307,Solar,24477.62,0.0574,200.45,240,0.0384
